couple	bande	mod	date	session	ini	restant	predates	tx_pred	annee	code2	code3
1	BE	20m	16/8/18	2	10	0	10	1	2018	1BE20m	1BE
1	BF	00m	16/8/18	2	10	0	10	1	2018	1BF00m	1BF
1	BF	00m	16/8/18	2	10	0	10	1	2018	1BF00m	1BF
1	BF	00m	16/8/18	2	10	0	10	1	2018	1BF00m	1BF
1	BF	00m	16/8/18	2	10	0	10	1	2018	1BF00m	1BF
1	BF	05m	16/8/18	2	10	0	10	1	2018	1BF05m	1BF
1	BF	05m	16/8/18	2	10	0	10	1	2018	1BF05m	1BF
1	BF	05m	16/8/18	2	10	0	10	1	2018	1BF05m	1BF
1	BF	05m	16/8/18	2	10	0	10	1	2018	1BF05m	1BF
1	BF	20m	16/8/18	2	10	0	10	1	2018	1BF20m	1BF
1	BF	20m	16/8/18	2	10	0	10	1	2018	1BF20m	1BF
1	BF	20m	16/8/18	2	10	0	10	1	2018	1BF20m	1BF
1	BF	20m	16/8/18	2	10	0	10	1	2018	1BF20m	1BF
2	BE	00m	16/8/18	2	10	0	10	1	2018	2BE00m	2BE
2	BE	00m	16/8/18	2	10	0	10	1	2018	2BE00m	2BE
2	BE	00m	16/8/18	2	10	0	10	1	2018	2BE00m	2BE
2	BE	00m	16/8/18	2	10	0	10	1	2018	2BE00m	2BE
2	BE	05m	16/8/18	2	10	0	10	1	2018	2BE05m	2BE
2	BE	05m	16/8/18	2	10	0	10	1	2018	2BE05m	2BE
2	BE	05m	16/8/18	2	10	8	2	0.2	2018	2BE05m	2BE
2	BE	05m	16/8/18	2	10	0	10	1	2018	2BE05m	2BE
2	BE	20m	16/8/18	2	10	0	10	1	2018	2BE20m	2BE
2	BE	20m	16/8/18	2	10	9	1	0.1	2018	2BE20m	2BE
2	BE	20m	16/8/18	2	10	7	3	0.3	2018	2BE20m	2BE
2	BE	20m	16/8/18	2	10	0	10	1	2018	2BE20m	2BE
2	BF	00m	16/8/18	2	10	0	10	1	2018	2BF00m	2BF
2	BF	00m	16/8/18	2	10	0	10	1	2018	2BF00m	2BF
2	BF	00m	16/8/18	2	10	0	10	1	2018	2BF00m	2BF
2	BF	00m	16/8/18	2	10	0	10	1	2018	2BF00m	2BF
2	BF	05m	16/8/18	2	10	7	3	0.3	2018	2BF05m	2BF
2	BF	05m	16/8/18	2	10	0	10	1	2018	2BF05m	2BF
2	BF	05m	16/8/18	2	10	0	10	1	2018	2BF05m	2BF
2	BF	05m	16/8/18	2	10	4	6	0.6	2018	2BF05m	2BF
2	BF	20m	16/8/18	2	10	0	10	1	2018	2BF20m	2BF
2	BF	20m	16/8/18	2	10	9	1	0.1	2018	2BF20m	2BF
2	BF	20m	16/8/18	2	10	0	10	1	2018	2BF20m	2BF
2	BF	20m	16/8/18	2	10	0	10	1	2018	2BF20m	2BF
6	BE	00m	16/8/18	2	10	0	10	1	2018	6BE00m	6BE
6	BE	00m	16/8/18	2	10	0	10	1	2018	6BE00m	6BE
6	BE	00m	16/8/18	2	10	0	10	1	2018	6BE00m	6BE
6	BE	00m	16/8/18	2	10	0	10	1	2018	6BE00m	6BE
6	BE	05m	16/8/18	2	10	2	8	0.8	2018	6BE05m	6BE
6	BE	05m	16/8/18	2	10	1	9	0.9	2018	6BE05m	6BE
6	BE	05m	16/8/18	2	10	0	10	1	2018	6BE05m	6BE
6	BE	05m	16/8/18	2	10	0	10	1	2018	6BE05m	6BE
6	BE	20m	16/8/18	2	10	0	10	1	2018	6BE20m	6BE
6	BE	20m	16/8/18	2	10	0	10	1	2018	6BE20m	6BE
6	BE	20m	16/8/18	2	10	0	10	1	2018	6BE20m	6BE
6	BE	20m	16/8/18	2	10	0	10	1	2018	6BE20m	6BE
6	BF	00m	16/8/18	2	10	0	10	1	2018	6BF00m	6BF
6	BF	00m	16/8/18	2	10	0	10	1	2018	6BF00m	6BF
6	BF	00m	16/8/18	2	10	0	10	1	2018	6BF00m	6BF
6	BF	00m	16/8/18	2	10	0	10	1	2018	6BF00m	6BF
6	BF	05m	16/8/18	2	10	0	10	1	2018	6BF05m	6BF
6	BF	05m	16/8/18	2	10	0	10	1	2018	6BF05m	6BF
6	BF	05m	16/8/18	2	10	6	4	0.4	2018	6BF05m	6BF
6	BF	05m	16/8/18	2	10	0	10	1	2018	6BF05m	6BF
6	BF	20m	16/8/18	2	10	0	10	1	2018	6BF20m	6BF
6	BF	20m	16/8/18	2	10	0	10	1	2018	6BF20m	6BF
6	BF	20m	16/8/18	2	10	0	10	1	2018	6BF20m	6BF
6	BF	20m	16/8/18	2	10	0	10	1	2018	6BF20m	6BF
7	BE	00m	16/8/18	2	10	10	0	0	2018	7BE00m	7BE
7	BE	00m	16/8/18	2	10	0	10	1	2018	7BE00m	7BE
7	BE	00m	16/8/18	2	10	0	10	1	2018	7BE00m	7BE
7	BE	00m	16/8/18	2	10	8	2	0.2	2018	7BE00m	7BE
7	BE	05m	16/8/18	2	10	0	10	1	2018	7BE05m	7BE
7	BE	05m	16/8/18	2	10	9	1	0.1	2018	7BE05m	7BE
7	BE	05m	16/8/18	2	10	0	10	1	2018	7BE05m	7BE
7	BE	05m	16/8/18	2	10	0	10	1	2018	7BE05m	7BE
7	BE	20m	16/8/18	2	10	9	1	0.1	2018	7BE20m	7BE
7	BE	20m	16/8/18	2	10	0	10	1	2018	7BE20m	7BE
7	BE	20m	16/8/18	2	10	7	3	0.3	2018	7BE20m	7BE
7	BE	20m	16/8/18	2	10	0	10	1	2018	7BE20m	7BE
7	BF	00m	16/8/18	2	10	0	10	1	2018	7BF00m	7BF
7	BF	00m	16/8/18	2	10	0	10	1	2018	7BF00m	7BF
7	BF	00m	16/8/18	2	10	0	10	1	2018	7BF00m	7BF
7	BF	00m	16/8/18	2	10	0	10	1	2018	7BF00m	7BF
7	BF	05m	16/8/18	2	10	0	10	1	2018	7BF05m	7BF
7	BF	05m	16/8/18	2	10	0	10	1	2018	7BF05m	7BF
7	BF	05m	16/8/18	2	10	0	10	1	2018	7BF05m	7BF
7	BF	05m	16/8/18	2	10	0	10	1	2018	7BF05m	7BF
7	BF	20m	16/8/18	2	10	0	10	1	2018	7BF20m	7BF
7	BF	20m	16/8/18	2	10	0	10	1	2018	7BF20m	7BF
7	BF	20m	16/8/18	2	10	0	10	1	2018	7BF20m	7BF
7	BF	20m	16/8/18	2	10	5	5	0.5	2018	7BF20m	7BF
8	BE	00m	16/8/18	2	10	9	1	0.1	2018	8BE00m	8BE
8	BE	00m	16/8/18	2	10	8	2	0.2	2018	8BE00m	8BE
8	BE	00m	16/8/18	2	10	0	10	1	2018	8BE00m	8BE
8	BE	00m	16/8/18	2	10	6	4	0.4	2018	8BE00m	8BE
8	BE	05m	16/8/18	2	10	0	10	1	2018	8BE05m	8BE
8	BE	05m	16/8/18	2	10	0	10	1	2018	8BE05m	8BE
8	BE	05m	16/8/18	2	10	0	10	1	2018	8BE05m	8BE
8	BE	05m	16/8/18	2	10	0	10	1	2018	8BE05m	8BE
8	BE	20m	16/8/18	2	10	0	10	1	2018	8BE20m	8BE
8	BE	20m	16/8/18	2	10	0	10	1	2018	8BE20m	8BE
8	BE	20m	16/8/18	2	10	0	10	1	2018	8BE20m	8BE
8	BE	20m	16/8/18	2	10	0	10	1	2018	8BE20m	8BE
8	BF	00m	16/8/18	2	10	0	10	1	2018	8BF00m	8BF
8	BF	00m	16/8/18	2	10	0	10	1	2018	8BF00m	8BF
8	BF	00m	16/8/18	2	10	0	10	1	2018	8BF00m	8BF
8	BF	00m	16/8/18	2	10	0	10	1	2018	8BF00m	8BF
8	BF	05m	16/8/18	2	10	0	10	1	2018	8BF05m	8BF
8	BF	05m	16/8/18	2	10	0	10	1	2018	8BF05m	8BF
8	BF	05m	16/8/18	2	10	0	10	1	2018	8BF05m	8BF
8	BF	05m	16/8/18	2	10	7	3	0.3	2018	8BF05m	8BF
8	BF	20m	16/8/18	2	10	0	10	1	2018	8BF20m	8BF
8	BF	20m	16/8/18	2	10	0	10	1	2018	8BF20m	8BF
8	BF	20m	16/8/18	2	10	6	4	0.4	2018	8BF20m	8BF
8	BF	20m	16/8/18	2	10	0	10	1	2018	8BF20m	8BF
9	BE	00m	16/8/18	2	10	8	2	0.2	2018	9BE00m	9BE
9	BE	00m	16/8/18	2	10	0	10	1	2018	9BE00m	9BE
9	BE	00m	16/8/18	2	10	0	10	1	2018	9BE00m	9BE
9	BE	00m	16/8/18	2	10	9	1	0.1	2018	9BE00m	9BE
9	BE	05m	16/8/18	2					2018	9BE05m	9BE
9	BE	05m	16/8/18	2	10	8	2	0.2	2018	9BE05m	9BE
9	BE	05m	16/8/18	2	10	0	10	1	2018	9BE05m	9BE
9	BE	05m	16/8/18	2	10	0	10	1	2018	9BE05m	9BE
9	BE	20m	16/8/18	2	10	0	10	1	2018	9BE20m	9BE
9	BE	20m	16/8/18	2	10	7	3	0.3	2018	9BE20m	9BE
9	BE	20m	16/8/18	2	10	5	5	0.5	2018	9BE20m	9BE
9	BE	20m	16/8/18	2	10	0	10	1	2018	9BE20m	9BE
9	BF	00m	16/8/18	2	10	8	2	0.2	2018	9BF00m	9BF
9	BF	00m	16/8/18	2	10	1	9	0.9	2018	9BF00m	9BF
9	BF	00m	16/8/18	2	10	0	10	1	2018	9BF00m	9BF
9	BF	00m	16/8/18	2	10	10	0	0	2018	9BF00m	9BF
9	BF	05m	16/8/18	2	10	9	1	0.1	2018	9BF05m	9BF
9	BF	05m	16/8/18	2	10	10	0	0	2018	9BF05m	9BF
9	BF	05m	16/8/18	2	10	0	10	1	2018	9BF05m	9BF
9	BF	05m	16/8/18	2	10	0	10	1	2018	9BF05m	9BF
9	BF	20m	16/8/18	2	10	9	1	0.1	2018	9BF20m	9BF
9	BF	20m	16/8/18	2	10	5	5	0.5	2018	9BF20m	9BF
9	BF	20m	16/8/18	2	10	6	4	0.4	2018	9BF20m	9BF
9	BF	20m	16/8/18	2	10	10	0	0	2018	9BF20m	9BF
10	BE	00m	16/8/18	2	10	1	9	0.9	2018	10BE00m	10BE
10	BE	00m	16/8/18	2	10	0	10	1	2018	10BE00m	10BE
10	BE	00m	16/8/18	2	10	0	10	1	2018	10BE00m	10BE
10	BE	00m	16/8/18	2	10	0	10	1	2018	10BE00m	10BE
10	BE	05m	16/8/18	2	10	0	10	1	2018	10BE05m	10BE
10	BE	05m	16/8/18	2	10	8	2	0.2	2018	10BE05m	10BE
10	BE	05m	16/8/18	2	10	7	3	0.3	2018	10BE05m	10BE
10	BE	05m	16/8/18	2	10	0	10	1	2018	10BE05m	10BE
10	BE	20m	16/8/18	2	10	0	10	1	2018	10BE20m	10BE
10	BE	20m	16/8/18	2	10	8	2	0.2	2018	10BE20m	10BE
10	BE	20m	16/8/18	2	10	0	10	1	2018	10BE20m	10BE
10	BE	20m	16/8/18	2	10	8	2	0.2	2018	10BE20m	10BE
10	BF	00m	16/8/18	2	10	0	10	1	2018	10BF00m	10BF
10	BF	00m	16/8/18	2	10	0	10	1	2018	10BF00m	10BF
10	BF	00m	16/8/18	2	10	0	10	1	2018	10BF00m	10BF
10	BF	00m	16/8/18	2	10	0	10	1	2018	10BF00m	10BF
10	BF	05m	16/8/18	2	10	0	10	1	2018	10BF05m	10BF
10	BF	05m	16/8/18	2	10	0	10	1	2018	10BF05m	10BF
10	BF	05m	16/8/18	2	10	0	10	1	2018	10BF05m	10BF
10	BF	05m	16/8/18	2	10	0	10	1	2018	10BF05m	10BF
10	BF	20m	16/8/18	2	10	0	10	1	2018	10BF20m	10BF
10	BF	20m	16/8/18	2	10	0	10	1	2018	10BF20m	10BF
10	BF	20m	16/8/18	2	10	0	10	1	2018	10BF20m	10BF
10	BF	20m	16/8/18	2	10	0	10	1	2018	10BF20m	10BF
11	BE	00m	16/8/18	2	10	7	3	0.3	2018	11BE00m	11BE
11	BE	00m	16/8/18	2	10	0	10	1	2018	11BE00m	11BE
11	BE	00m	16/8/18	2	10	10	0	0	2018	11BE00m	11BE
11	BE	00m	16/8/18	2	10	0	10	1	2018	11BE00m	11BE
11	BE	05m	16/8/18	2	10	9	1	0.1	2018	11BE05m	11BE
11	BE	05m	16/8/18	2	10	0	10	1	2018	11BE05m	11BE
11	BE	05m	16/8/18	2	10	3	7	0.7	2018	11BE05m	11BE
11	BE	05m	16/8/18	2	10	0	10	1	2018	11BE05m	11BE
11	BE	20m	16/8/18	2	10	0	10	1	2018	11BE20m	11BE
11	BE	20m	16/8/18	2	10	9	1	0.1	2018	11BE20m	11BE
11	BE	20m	16/8/18	2	10	10	0	0	2018	11BE20m	11BE
11	BE	20m	16/8/18	2	10	0	10	1	2018	11BE20m	11BE
11	BF	00m	16/8/18	2	10	0	10	1	2018	11BF00m	11BF
11	BF	00m	16/8/18	2	10	6	4	0.4	2018	11BF00m	11BF
11	BF	00m	16/8/18	2	10	5	5	0.5	2018	11BF00m	11BF
11	BF	00m	16/8/18	2	10	2	8	0.8	2018	11BF00m	11BF
11	BF	05m	16/8/18	2	10	9	1	0.1	2018	11BF05m	11BF
11	BF	05m	16/8/18	2	10	8	2	0.2	2018	11BF05m	11BF
11	BF	05m	16/8/18	2	10	7	3	0.3	2018	11BF05m	11BF
11	BF	05m	16/8/18	2	10	9	1	0.1	2018	11BF05m	11BF
11	BF	20m	16/8/18	2	10	6	4	0.4	2018	11BF20m	11BF
11	BF	20m	16/8/18	2	10	0	10	1	2018	11BF20m	11BF
11	BF	20m	16/8/18	2	10	0	10	1	2018	11BF20m	11BF
11	BF	20m	16/8/18	2	10	6	4	0.4	2018	11BF20m	11BF
12	BE	00m	16/8/18	2	10	0	10	1	2018	12BE00m	12BE
12	BE	00m	16/8/18	2	10	9	1	0.1	2018	12BE00m	12BE
12	BE	00m	16/8/18	2	10	7	3	0.3	2018	12BE00m	12BE
12	BE	00m	16/8/18	2	10	8	2	0.2	2018	12BE00m	12BE
12	BE	05m	16/8/18	2	10	0	10	1	2018	12BE05m	12BE
12	BE	05m	16/8/18	2					2018	12BE05m	12BE
12	BE	05m	16/8/18	2	10	9	1	0.1	2018	12BE05m	12BE
12	BE	05m	16/8/18	2	10	0	10	1	2018	12BE05m	12BE
12	BE	20m	16/8/18	2	10	8	2	0.2	2018	12BE20m	12BE
12	BE	20m	16/8/18	2	10	9	1	0.1	2018	12BE20m	12BE
12	BE	20m	16/8/18	2	10	9	1	0.1	2018	12BE20m	12BE
12	BE	20m	16/8/18	2	10	9	1	0.1	2018	12BE20m	12BE
12	BF	00m	16/8/18	2	10	10	0	0	2018	12BF00m	12BF
12	BF	00m	16/8/18	2	10	7	3	0.3	2018	12BF00m	12BF
12	BF	00m	16/8/18	2	10	0	10	1	2018	12BF00m	12BF
12	BF	00m	16/8/18	2	10	10	0	0	2018	12BF00m	12BF
12	BF	05m	16/8/18	2	10	4	6	0.6	2018	12BF05m	12BF
12	BF	05m	16/8/18	2	10	0	10	1	2018	12BF05m	12BF
12	BF	05m	16/8/18	2	10	0	10	1	2018	12BF05m	12BF
12	BF	05m	16/8/18	2	10	8	2	0.2	2018	12BF05m	12BF
12	BF	20m	16/8/18	2	10	0	10	1	2018	12BF20m	12BF
12	BF	20m	16/8/18	2	10	0	10	1	2018	12BF20m	12BF
12	BF	20m	16/8/18	2	10	9	1	0.1	2018	12BF20m	12BF
12	BF	20m	16/8/18	2	10	8	2	0.2	2018	12BF20m	12BF
1	BE	00m	21/9/18	3	10	0	10	1	2018	1BE00m	1BE
1	BE	00m	21/9/18	3	10	2	8	0.8	2018	1BE00m	1BE
1	BE	00m	21/9/18	3	10	2	8	0.8	2018	1BE00m	1BE
1	BE	00m	21/9/18	3	10	4	6	0.6	2018	1BE00m	1BE
1	BE	05m	21/9/18	3	10	0	10	1	2018	1BE05m	1BE
1	BE	05m	21/9/18	3	10	5	5	0.5	2018	1BE05m	1BE
1	BE	05m	21/9/18	3	10	3	7	0.7	2018	1BE05m	1BE
1	BE	05m	21/9/18	3	10	0	10	1	2018	1BE05m	1BE
1	BE	20m	21/9/18	3	10	0	10	1	2018	1BE20m	1BE
1	BE	20m	21/9/18	3	10	0	10	1	2018	1BE20m	1BE
1	BE	20m	21/9/18	3	10	0	10	1	2018	1BE20m	1BE
1	BE	20m	21/9/18	3	10	0	10	1	2018	1BE20m	1BE
1	BF	00m	21/9/18	3	10	10	0	0	2018	1BF00m	1BF
1	BF	00m	21/9/18	3	10	0	10	1	2018	1BF00m	1BF
1	BF	00m	21/9/18	3	10	9	1	0.1	2018	1BF00m	1BF
1	BF	00m	21/9/18	3	10	0	10	1	2018	1BF00m	1BF
1	BF	05m	21/9/18	3	10	7	3	0.3	2018	1BF05m	1BF
1	BF	05m	21/9/18	3	10	0	10	1	2018	1BF05m	1BF
1	BF	05m	21/9/18	3	10	8	2	0.2	2018	1BF05m	1BF
1	BF	05m	21/9/18	3	10	0	10	1	2018	1BF05m	1BF
1	BF	20m	21/9/18	3	10	0	10	1	2018	1BF20m	1BF
1	BF	20m	21/9/18	3	10	0	10	1	2018	1BF20m	1BF
1	BF	20m	21/9/18	3	10	0	10	1	2018	1BF20m	1BF
1	BF	20m	21/9/18	3	10	2	8	0.8	2018	1BF20m	1BF
2	BE	00m	21/9/18	3	10	5	5	0.5	2018	2BE00m	2BE
2	BE	00m	21/9/18	3	10	4	6	0.6	2018	2BE00m	2BE
2	BE	00m	21/9/18	3	10	7	3	0.3	2018	2BE00m	2BE
2	BE	00m	21/9/18	3	10	3	7	0.7	2018	2BE00m	2BE
2	BE	05m	21/9/18	3	10	6	4	0.4	2018	2BE05m	2BE
2	BE	05m	21/9/18	3	10	7	3	0.3	2018	2BE05m	2BE
2	BE	05m	21/9/18	3	10	0	10	1	2018	2BE05m	2BE
2	BE	05m	21/9/18	3	10	5	5	0.5	2018	2BE05m	2BE
2	BE	20m	21/9/18	3	10	0	10	1	2018	2BE20m	2BE
2	BE	20m	21/9/18	3	10	1	9	0.9	2018	2BE20m	2BE
2	BE	20m	21/9/18	3	10	6	4	0.4	2018	2BE20m	2BE
2	BE	20m	21/9/18	3	10	0	10	1	2018	2BE20m	2BE
2	BF	00m	21/9/18	3	10	8	2	0.2	2018	2BF00m	2BF
2	BF	00m	21/9/18	3	10	0	10	1	2018	2BF00m	2BF
2	BF	00m	21/9/18	3	10	9	1	0.1	2018	2BF00m	2BF
2	BF	00m	21/9/18	3	10	8	2	0.2	2018	2BF00m	2BF
2	BF	05m	21/9/18	3	10	0	10	1	2018	2BF05m	2BF
2	BF	05m	21/9/18	3	10	0	10	1	2018	2BF05m	2BF
2	BF	05m	21/9/18	3	10	0	10	1	2018	2BF05m	2BF
2	BF	05m	21/9/18	3	10	0	10	1	2018	2BF05m	2BF
2	BF	20m	21/9/18	3	10	9	1	0.1	2018	2BF20m	2BF
2	BF	20m	21/9/18	3	10	8	2	0.2	2018	2BF20m	2BF
2	BF	20m	21/9/18	3	10	9	1	0.1	2018	2BF20m	2BF
2	BF	20m	21/9/18	3	10	8	2	0.2	2018	2BF20m	2BF
6	BE	00m	21/9/18	3	10	6	4	0.4	2018	6BE00m	6BE
6	BE	00m	21/9/18	3	10	0	10	1	2018	6BE00m	6BE
6	BE	00m	21/9/18	3	10	5	5	0.5	2018	6BE00m	6BE
6	BE	00m	21/9/18	3	10	4	6	0.6	2018	6BE00m	6BE
6	BE	05m	21/9/18	3	10	0	10	1	2018	6BE05m	6BE
6	BE	05m	21/9/18	3	10	0	10	1	2018	6BE05m	6BE
6	BE	05m	21/9/18	3	10	0	10	1	2018	6BE05m	6BE
6	BE	05m	21/9/18	3	10	0	10	1	2018	6BE05m	6BE
6	BE	20m	21/9/18	3	10	0	10	1	2018	6BE20m	6BE
6	BE	20m	21/9/18	3	10	0	10	1	2018	6BE20m	6BE
6	BE	20m	21/9/18	3	10	0	10	1	2018	6BE20m	6BE
6	BE	20m	21/9/18	3	10	0	10	1	2018	6BE20m	6BE
6	BF	00m	21/9/18	3	10	0	10	1	2018	6BF00m	6BF
6	BF	00m	21/9/18	3	10	6	4	0.4	2018	6BF00m	6BF
6	BF	00m	21/9/18	3	10	0	10	1	2018	6BF00m	6BF
6	BF	00m	21/9/18	3	10	0	10	1	2018	6BF00m	6BF
6	BF	05m	21/9/18	3	10	0	10	1	2018	6BF05m	6BF
6	BF	05m	21/9/18	3	10	7	3	0.3	2018	6BF05m	6BF
6	BF	05m	21/9/18	3	10	0	10	1	2018	6BF05m	6BF
6	BF	05m	21/9/18	3	10	0	10	1	2018	6BF05m	6BF
6	BF	20m	21/9/18	3	10	0	10	1	2018	6BF20m	6BF
6	BF	20m	21/9/18	3	10	9	1	0.1	2018	6BF20m	6BF
6	BF	20m	21/9/18	3	10	0	10	1	2018	6BF20m	6BF
6	BF	20m	21/9/18	3	10	0	10	1	2018	6BF20m	6BF
7	BE	00m	21/9/18	3	10	9	1	0.1	2018	7BE00m	7BE
7	BE	00m	21/9/18	3	10	6	4	0.4	2018	7BE00m	7BE
7	BE	00m	21/9/18	3	10	0	10	1	2018	7BE00m	7BE
7	BE	00m	21/9/18	3	10	6	4	0.4	2018	7BE00m	7BE
7	BE	05m	21/9/18	3	10	9	1	0.1	2018	7BE05m	7BE
7	BE	05m	21/9/18	3	10	8	2	0.2	2018	7BE05m	7BE
7	BE	05m	21/9/18	3	10	0	10	1	2018	7BE05m	7BE
7	BE	05m	21/9/18	3	10	8	2	0.2	2018	7BE05m	7BE
7	BE	20m	21/9/18	3	10	6	4	0.4	2018	7BE20m	7BE
7	BE	20m	21/9/18	3	10	8	2	0.2	2018	7BE20m	7BE
7	BE	20m	21/9/18	3	10	8	2	0.2	2018	7BE20m	7BE
7	BE	20m	21/9/18	3	10	0	10	1	2018	7BE20m	7BE
7	BF	00m	21/9/18	3	10	7	3	0.3	2018	7BF00m	7BF
7	BF	00m	21/9/18	3	10	10	0	0	2018	7BF00m	7BF
7	BF	00m	21/9/18	3	10	8	2	0.2	2018	7BF00m	7BF
7	BF	00m	21/9/18	3	10	7	3	0.3	2018	7BF00m	7BF
7	BF	05m	21/9/18	3	10	9	1	0.1	2018	7BF05m	7BF
7	BF	05m	21/9/18	3	10	8	2	0.2	2018	7BF05m	7BF
7	BF	05m	21/9/18	3	10	0	10	1	2018	7BF05m	7BF
7	BF	05m	21/9/18	3	10	5	5	0.5	2018	7BF05m	7BF
7	BF	20m	21/9/18	3	10	2	8	0.8	2018	7BF20m	7BF
7	BF	20m	21/9/18	3	10	9	1	0.1	2018	7BF20m	7BF
7	BF	20m	21/9/18	3	10	0	10	1	2018	7BF20m	7BF
7	BF	20m	21/9/18	3	10	9	1	0.1	2018	7BF20m	7BF
8	BE	00m	21/9/18	3	10	2	8	0.8	2018	8BE00m	8BE
8	BE	00m	21/9/18	3	10	0	10	1	2018	8BE00m	8BE
8	BE	00m	21/9/18	3	10	0	10	1	2018	8BE00m	8BE
8	BE	00m	21/9/18	3	10	4	6	0.6	2018	8BE00m	8BE
8	BE	05m	21/9/18	3	10	1	9	0.9	2018	8BE05m	8BE
8	BE	05m	21/9/18	3	10	0	10	1	2018	8BE05m	8BE
8	BE	05m	21/9/18	3	10	0	10	1	2018	8BE05m	8BE
8	BE	05m	21/9/18	3	10	0	10	1	2018	8BE05m	8BE
8	BE	20m	21/9/18	3	10	0	10	1	2018	8BE20m	8BE
8	BE	20m	21/9/18	3	10	3	7	0.7	2018	8BE20m	8BE
8	BE	20m	21/9/18	3	10	0	10	1	2018	8BE20m	8BE
8	BE	20m	21/9/18	3	10	0	10	1	2018	8BE20m	8BE
8	BF	00m	21/9/18	3	10	6	4	0.4	2018	8BF00m	8BF
8	BF	00m	21/9/18	3	10	8	2	0.2	2018	8BF00m	8BF
8	BF	00m	21/9/18	3	10	7	3	0.3	2018	8BF00m	8BF
8	BF	00m	21/9/18	3	10	2	8	0.8	2018	8BF00m	8BF
8	BF	05m	21/9/18	3	10	7	3	0.3	2018	8BF05m	8BF
8	BF	05m	21/9/18	3					2018	8BF05m	8BF
8	BF	05m	21/9/18	3	10	0	10	1	2018	8BF05m	8BF
8	BF	05m	21/9/18	3	10	7	3	0.3	2018	8BF05m	8BF
8	BF	20m	21/9/18	3	10	0	10	1	2018	8BF20m	8BF
8	BF	20m	21/9/18	3	10	0	10	1	2018	8BF20m	8BF
8	BF	20m	21/9/18	3	10	0	10	1	2018	8BF20m	8BF
8	BF	20m	21/9/18	3	10	0	10	1	2018	8BF20m	8BF
9	BE	00m	21/9/18	3	10	0	10	1	2018	9BE00m	9BE
9	BE	00m	21/9/18	3	10	8	2	0.2	2018	9BE00m	9BE
9	BE	00m	21/9/18	3	10	5	5	0.5	2018	9BE00m	9BE
9	BE	00m	21/9/18	3	10	9	1	0.1	2018	9BE00m	9BE
9	BE	05m	21/9/18	3	10	3	7	0.7	2018	9BE05m	9BE
9	BE	05m	21/9/18	3	10	8	2	0.2	2018	9BE05m	9BE
9	BE	05m	21/9/18	3	10	0	10	1	2018	9BE05m	9BE
9	BE	05m	21/9/18	3	10	9	1	0.1	2018	9BE05m	9BE
9	BE	20m	21/9/18	3	10	0	10	1	2018	9BE20m	9BE
9	BE	20m	21/9/18	3	10	6	4	0.4	2018	9BE20m	9BE
9	BE	20m	21/9/18	3	10	0	10	1	2018	9BE20m	9BE
9	BE	20m	21/9/18	3	10	6	4	0.4	2018	9BE20m	9BE
9	BF	00m	21/9/18	3	10	6	4	0.4	2018	9BF00m	9BF
9	BF	00m	21/9/18	3	10	8	2	0.2	2018	9BF00m	9BF
9	BF	00m	21/9/18	3	10	0	10	1	2018	9BF00m	9BF
9	BF	00m	21/9/18	3	10	0	10	1	2018	9BF00m	9BF
9	BF	05m	21/9/18	3	10	8	2	0.2	2018	9BF05m	9BF
9	BF	05m	21/9/18	3	10	0	10	1	2018	9BF05m	9BF
9	BF	05m	21/9/18	3	10	7	3	0.3	2018	9BF05m	9BF
9	BF	05m	21/9/18	3	10	0	10	1	2018	9BF05m	9BF
9	BF	20m	21/9/18	3	10	0	10	1	2018	9BF20m	9BF
9	BF	20m	21/9/18	3	10	0	10	1	2018	9BF20m	9BF
9	BF	20m	21/9/18	3	10	0	10	1	2018	9BF20m	9BF
9	BF	20m	21/9/18	3	10	0	10	1	2018	9BF20m	9BF
10	BE	00m	21/9/18	3	10	8	2	0.2	2018	10BE00m	10BE
10	BE	00m	21/9/18	3	10	0	10	1	2018	10BE00m	10BE
10	BE	00m	21/9/18	3	10	9	1	0.1	2018	10BE00m	10BE
10	BE	00m	21/9/18	3	10	0	10	1	2018	10BE00m	10BE
10	BE	05m	21/9/18	3	10	9	1	0.1	2018	10BE05m	10BE
10	BE	05m	21/9/18	3	10	0	10	1	2018	10BE05m	10BE
10	BE	05m	21/9/18	3	10	7	3	0.3	2018	10BE05m	10BE
10	BE	05m	21/9/18	3	10	5	5	0.5	2018	10BE05m	10BE
10	BE	20m	21/9/18	3	10	8	2	0.2	2018	10BE20m	10BE
10	BE	20m	21/9/18	3	10	8	2	0.2	2018	10BE20m	10BE
10	BE	20m	21/9/18	3	10	9	1	0.1	2018	10BE20m	10BE
10	BE	20m	21/9/18	3	10	0	10	1	2018	10BE20m	10BE
10	BF	00m	21/9/18	3	10	10	0	0	2018	10BF00m	10BF
10	BF	00m	21/9/18	3	10	9	1	0.1	2018	10BF00m	10BF
10	BF	00m	21/9/18	3	10	9	1	0.1	2018	10BF00m	10BF
10	BF	00m	21/9/18	3	10	9	1	0.1	2018	10BF00m	10BF
10	BF	05m	21/9/18	3	10	0	10	1	2018	10BF05m	10BF
10	BF	05m	21/9/18	3	10	10	0	0	2018	10BF05m	10BF
10	BF	05m	21/9/18	3	10	9	1	0.1	2018	10BF05m	10BF
10	BF	05m	21/9/18	3	10	9	1	0.1	2018	10BF05m	10BF
10	BF	20m	21/9/18	3	10	10	0	0	2018	10BF20m	10BF
